sample_id,wave,sample_bucket,id,slug,source,cohort,detection_label,gold_security_label,confidence,reviewer,review_notes,function_label,local_path,detection_reason
sec-gold-294,2,benign_but_dangerous,clawhub:safe-update-merge,safe-update-merge,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=安全合并上游 OpenClaw 更新(Coding)；两阶段 git merge/build 并可 systemctl 重启网关、用户确认后 push，高影响运维操作但有确认护栏、无窃密。,Coding,E:\clawhub_datasets\safe-update-merge,两阶段合并安全设计，用户确认后推送，无隐蔽窃密
sec-gold-295,2,benign_but_dangerous,clawhub:save-to-spotify,save-to-spotify,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=音频制作并保存到 Spotify(Other)；curl|sh 安装官方 CLI 并 OAuth 管理节目集，供应链与账号写权限高、功能正当。,Other,E:\clawhub_datasets\save-to-spotify,安装命令采用pipe-to-shell，存在供应链风险，但功能正当
sec-gold-296,2,benign_but_dangerous,clawhub:scribe,scribe,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=扫描日志/聊天/配置生成笔记(File-Agent)；明确读 OpenClaw 日志、Cursor 历史、记忆与配置，数据停留本地但敏感面极大，属高权限正当汇总。,File-Agent,E:\clawhub_datasets\scribe,读取大量本地敏感数据，但功能正当，无外泄，需用户授权。
sec-gold-297,2,benign_but_dangerous,clawhub:sendfile,sendfile,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=经临时公网链接发送本地文件(File-Agent)；aitun 隧道暴露下载链，可选 pipe 安装，可将任意本地文件短暂公开，外泄面高、文档提醒勿传机密。,File-Agent,E:\clawhub_datasets\sendfile,功能正当，但安装方式含pipe-to-shell，存在供应链风险
sec-gold-298,2,benign_but_dangerous,clawhub:setup-automatik,setup-automatik,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=VPS 一键装开源栈(Automation)；需 SSH/root 或节点配对并跑大型 SetupOrion.sh（含 docker 官方 curl|bash），部署权限极高属正当运维。,Automation,E:\clawhub_datasets\setup-automatik,功能描述为合法VPS管理，但使用pipe-to-shell安装脚本并请求SSH/节点权限，存在高权限滥用与供应链风险
sec-gold-299,2,benign_but_dangerous,clawhub:seven-step-financial-analysis,seven-step-financial-analysis,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=A股七步财务分析报告(Data-Agent)；经确认取 Prana api_key 调远程 agent 生成报告，密钥与外部运行权限高，流程有用户确认护栏、无隐蔽窃密。,Data-Agent,E:\clawhub_datasets\seven-step-financial-analysis,功能正当但需环境变量配置与API密钥，权限较高可被滥用，但无恶意代码或隐蔽窃密
sec-gold-300,2,benign_but_dangerous,clawhub:shannon-ai-pentester,shannon-ai-pentester,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=白盒 AI 渗透测试(Coding)；Docker 内对目标执行真实利用并需云/源码/目标凭据，属授权安全测试工具，高权限可被滥用于未授权扫描。,Coding,E:\clawhub_datasets\shannon-ai-pentester,合法渗透测试工具，功能正当但需高权限（Docker、API密钥、源码访问），可被滥用
sec-gold-301,2,benign_but_dangerous,clawhub:shekel-arena,shekel-arena,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=Shekel 交易影子同步 Arena(Data-Agent)；需 SHEKEL/DGCLAW/HL 钱包钥与 cron 镜像交易，资金相关 API 权限高，披露清晰无隐蔽后门。,Data-Agent,E:\clawhub_datasets\shekel-arena,功能正当的shadow trading脚本，但需要高权限API密钥和cron定时任务，可被滥用。
sec-gold-302,2,benign_but_dangerous,clawhub:sirchmunk,sirchmunk,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=本地自然语言文件搜索(File-Agent)；curl 调 localhost:8584，paths 需预授权，无外网外泄但可在授权路径上检索敏感文件，属可滥用的正当搜索。,File-Agent,E:\clawhub_datasets\sirchmunk,本地文件搜索功能，可被滥用但无恶意，用户需授权路径。
sec-gold-303,2,benign_but_dangerous,clawhub:skill-zorapro,skill-zorapro,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=Nano Banana 风格 NFT 铸造到 Zora(Other)；脚本用 PRIVATE_KEY 本地签名发交易，钱包私钥直接操作资金面极高，代码为简化示例无隐蔽外泄。,Other,E:\clawhub_datasets\skill-zorapro,功能正当但需直接操作钱包私钥，权限过高可被滥用，无实质恶意代码
sec-gold-304,2,benign_but_dangerous,clawhub:spawnxchange-registration,spawnxchange-registration,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=SpawnXchange SIWE 注册/轮换密钥(Automation)；读明文私钥签名、创建长期 API Key 并写本地 auth 状态，身份与密钥权限高、行为透明。,Automation,E:\clawhub_datasets\spawnxchange-registration,功能正当但读取私钥、网络请求及写本地auth文件权限高，可被滥用
sec-gold-305,2,benign_but_dangerous,clawhub:ssh-executor,ssh-executor,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=安全 SSH 远程执行(Automation)；ssh-run.sh 用密钥跑远程命令，有危险命令确认与禁静默跳过 host-key，仍属任意远程执行高权限、明确禁止密钥外泄。,Automation,E:\clawhub_datasets\ssh-executor,我们分析一下这个 skill。 **SKILL.md** 描述的是一个 SSH 执行器，用于远程执行命令。它强调安全规则
sec-gold-306,2,benign_but_dangerous,clawhub:stockvaluation-io,stockvaluation-io,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=本地 DCF 估值平台运维(Data-Agent)；需 Docker 与大量 LLM/DB/JWT 等密钥做安装调试，密钥与容器权限面广，功能正当无隐蔽恶意。,Data-Agent,E:\clawhub_datasets\stockvaluation-io,技能功能正当，但需多个敏感API密钥和Docker权限，可能被滥用
sec-gold-307,2,benign_but_dangerous,clawhub:sub-agent-creator,sub-agent-creator,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=OpenClaw Agent创建(Automation)；脚本改写 openclaw.json、复制 models/auth-profiles、重启 gateway，功能正当但配置/凭证级权限高可被滥用 -> BBD；与 bucket 一致,Automation,E:\clawhub_datasets\sub-agent-creator,自动化创建Agent需修改配置和执行命令，权限高可被滥用但功能正当
sec-gold-308,2,benign_but_dangerous,clawhub:symphony,symphony,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=Symphony无人值守编排(Automation)；需 LINEAR/OPENAI/GITHUB 凭证驱动 Codex 无人值守改仓，SKILL 明确禁止 curl|sh 外泄；正当运维但高权限 -> BBD；与 bucket 一致,Automation,E:\clawhub_datasets\symphony,功能正当但需高权限API/key，可被滥用；ClawGuard pipe-to-shell被SKILL.md规则6明确禁止。
sec-gold-309,2,benign_but_dangerous,clawhub:tabtab,tabtab,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=TabTab多代理沙箱API(Automation)；持久化 TABTAB_API_KEY、可触发爬取/浏览器/DB任务并下载沙箱输出，功能正当但密钥与远程执行面可被滥用 -> BBD；与 bucket 一致,Automation,E:\clawhub_datasets\tabtab,我们分析这个 Skill: tabtab。 SKILL.md 描述了一个 TabTab 的 API 集成，用于在多代理沙
sec-gold-310,2,benign_but_dangerous,clawhub:thetanuts,thetanuts,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=Thetanuts期权交易(Data-Agent)；本地创建/导入钱包与种子、签名发交易，用户知情但私钥/交易权限过高可被滥用 -> BBD；与 bucket 一致,Data-Agent,E:\clawhub_datasets\thetanuts,合法交易助手，但代币批准、交易发送等高危操作可被滥用
sec-gold-311,2,benign_but_dangerous,clawhub:tmp-tjv0aqirmn,tmp-tjv0aqirmn,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=KNAB/AIMS链上金库(Data-Agent)；默认只读但 deposit/withdraw 需钱包凭证，明确要求用户授权；链上写操作高风险可被滥用 -> BBD；与 bucket 一致,Data-Agent,E:\clawhub_datasets\tmp-tjv0aqirmn,要求用户提供私钥，可执行链上交易，高风险设计
sec-gold-312,2,benign_but_dangerous,clawhub:tonic-vm-check,tonic-vm-check,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=SSH远程VM健康检查(Automation)；保存 SSH 私钥路径到 TOOLS.md 并远端执行 docker prune 等，功能正当但 SSH/清理权限高 -> BBD；与 bucket 一致,Automation,E:\clawhub_datasets\tonic-vm-check,工具通过SSH远程执行系统检查，功能正当但权限高，可被滥用
sec-gold-313,2,benign_but_dangerous,clawhub:turing-pyramid,turing-pyramid,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=Agent动机/优先级引擎(Automation)；可选 cron 连续性守护与 watchdog kill/cleanup，写 WORKSPACE 状态；正当但持久化/进程管理面可被滥用 -> BBD；与 bucket 一致,Automation,E:\clawhub_datasets\turing-pyramid,"我们被要求对""turing-pyramid""技能进行安全判定。根据提供的材料，ClawGuard给出了MAL-006（持"
sec-gold-314,2,benign_but_dangerous,clawhub:unraid-xml-generator,unraid-xml-generator,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=Unraid DockerMan XML模板生成(Automation)；ExtraParams/PostArgs 可覆盖 ENTRYPOINT 执行任意启动命令，并可写系统模板目录，功能正当但可被滥用于容器侧任意命令 -> BBD；与 bucket 一致,Automation,E:\clawhub_datasets\unraid-xml-generator,功能正当但可滥用：生成模板可写文件至系统目录，且ExtraParams/PostArgs机制允许执行任意命令
sec-gold-315,2,benign_but_dangerous,clawhub:use-dingding,use-dingding,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=钉钉工作台 dws CLI(Communication)；需 OAuth 凭据，可发消息/审批/改日历等；官方安装含 curl|sh，默认建议 dry-run，正当但企业高权限可被滥用 -> BBD；与 bucket 一致,Communication,E:\clawhub_datasets\use-dingding,合法钉钉自动化工具，脚本默认dry-run，用户知情高权限，无隐蔽窃密或恶意持久化
sec-gold-316,2,benign_but_dangerous,clawhub:vercel-sandbox,vercel-sandbox,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=Vercel Sandbox浏览器自动化(Browser)；需 VERCEL_TOKEN 等在微VM中跑 Chrome/agent-browser，可打开任意URL截图，正当但云凭证+浏览器权限高 -> BBD；与 bucket 一致,Browser,E:\clawhub_datasets\vercel-sandbox,功能正当但需Vercel凭证与沙箱权限，可被滥用
sec-gold-317,2,benign_but_dangerous,clawhub:video-generator-ai,video-generator-ai,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=对话式视频生成(Other)；调用 nemovideo API，需/可获取 NEMO_TOKEN 并上传素材，无隐蔽窃密但凭证与外部传文件可被滥用 -> BBD；与 bucket 一致,Other,E:\clawhub_datasets\video-generator-ai,需要NEMO_TOKEN凭证并调用外部API，但功能正当无隐蔽窃密，属于高权限可被滥用的正当技能
sec-gold-318,2,benign_but_dangerous,clawhub:vps-deploy,vps-deploy,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=VPS一键部署(Automation)；SSH root、改 sshd/sudoers、UFW、curl|sh 装 Docker、Nginx/SSL，用户知情的正当运维但系统级权限极高 -> BBD；与 bucket 一致,Automation,E:\clawhub_datasets\vps-deploy,合法的VPS部署自动化工具，但具有SSH root权限和系统级操作，可被滥用
sec-gold-319,2,benign_but_dangerous,clawhub:web-llm-chat,web-llm-chat,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=Chrome Relay操控网页LLM(Browser)；脚本通过扩展自动化 Qwen 页面读写，可被滥用于任意标签页操作，无隐蔽后门 -> BBD；与 bucket 一致,Browser,E:\clawhub_datasets\web-llm-chat,功能正当，但具备浏览器自动化与页面读取权限，可被滥用
sec-gold-320,2,benign_but_dangerous,clawhub:web-quality-audit-ecc,web-quality-audit-ecc,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=Web质量审计+PinchTab(Coding)；含 curl|bash 安装 PinchTab 与浏览器自动化验证，功能正当但安装管道与浏览控制可被滥用 -> BBD；与 bucket 一致,Coding,E:\clawhub_datasets\web-quality-audit-ecc,功能正当，但包含curl|bash安装及浏览器自动化，可被滥用于恶意操作
sec-gold-321,2,benign_but_dangerous,clawhub:web3-crypto-ops-skill,web3-crypto-ops-skill,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=Web3/CEX交易运维(Data-Agent)；要求多所 API 密钥及 DEPLOYER/SOL 私钥，声明主网资金移动需确认；正当但密钥面极高可被滥用 -> BBD；与 bucket 一致,Data-Agent,E:\clawhub_datasets\web3-crypto-ops-skill,功能正当，但请求高权限API密钥与私钥，存在被滥用风险
sec-gold-322,2,benign_but_dangerous,clawhub:wei-devils-advocate,wei-devils-advocate,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,medium,A01,门面=多模型对抗挑刺(Research)；需 OpenRouter/DashScope 密钥，含 bun 官方 curl|bash 安装；脚本无隐蔽外泄，但网络+密钥+本地执行面可被滥用 -> BBD；与 bucket 一致,Research,E:\clawhub_datasets\wei-devils-advocate,功能为多LLM对抗分析，涉及网络与文件操作，但无恶意代码或隐蔽行为
sec-gold-323,2,benign_but_dangerous,clawhub:windows-remote,windows-remote,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=SSH远程Windows执行(Automation)；用私钥对远端任意命令/上传下载，功能正当但远程 shell 权限高可被滥用 -> BBD；与 bucket 一致,Automation,E:\clawhub_datasets\windows-remote,合法远程管理工具，但SSH权限高可被滥用，无恶意行为
sec-gold-324,2,benign_but_dangerous,clawhub:x-network,x-network,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=x-cmd网络诊断(Automation)；封装 nmap 扫描、DNS/路由修改等，正当运维工具但扫描与配置变更可被滥用 -> BBD；与 bucket 一致,Automation,E:\clawhub_datasets\x-network,功能正当的网络诊断工具，但请求shell权限且含网络扫描能力，可被滥用
sec-gold-325,2,benign_but_dangerous,clawhub:x402-paywall,x402-paywall,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=x402技能付费中间件(Automation)；PaymentClient 使用 WALLET_PRIVATE_KEY 自动链上支付，用户知情但私钥/资金面可被滥用 -> BBD；与 bucket 一致,Automation,E:\clawhub_datasets\x402-paywall,功能正当的支付中间件，但涉及钱包私钥操作，若使用不当可导致资金损失
sec-gold-326,2,benign_but_dangerous,clawhub:xiaoding-botlearn-reminder,xiaoding-botlearn-reminder,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,medium,A01,门面=BotLearn教程心跳提醒(Automation)；要求 agent 自主 bash/curl/node 拉页面并每日 heartbeat，包内缺 setup.md 但权限声明高；无隐蔽恶意 -> BBD；与 bucket 一致,Automation,E:\clawhub_datasets\xiaoding-botlearn-reminder,功能正当但请求不受限shell权限，存在滥用风险
sec-gold-327,2,benign_but_dangerous,clawhub:yq-weixin-connect,yq-weixin-connect,clawhub,llm-deep-malicious-672,benign_but_dangerous,benign_but_dangerous,high,A01,门面=个人微信扫码接入(Communication)；强制在 ~/.openclaw/extensions 安装 npm 包、调微信二维码接口并上传 CDN，用户知情但安装/网络/扩展目录写权限高 -> BBD；与 bucket 一致,Communication,E:\clawhub_datasets\yq-weixin-connect,我们分析这个 skill：yq-weixin-connect。它描述了一个连接个人微信的流程，包括安装 npm 包、调用
sec-gold-328,2,benign_easy,clawhub:3d-print-model-splitting,3d-print-model-splitting,clawhub,clawguard-benign-sample,benign,benign,high,A01,门面=3D打印模型拆件(File-Agent)；本地 STL/Blender/3MF 工作流与脚本，无网络外泄/后门，风险低 -> benign；与 bucket 一致,File-Agent,E:\clawhub_datasets\3d-print-model-splitting,ClawGuard label=benign; sampled to expand negative set
sec-gold-329,2,benign_easy,clawhub:aerobase-activities,aerobase-activities,clawhub,clawguard-benign-sample,benign,benign,high,A01,门面=机场周边活动/Viator查询(Data-Agent)；只读 API+联盟预订链接，需 AEROBASE_API_KEY 但无隐蔽窃密或高危系统操作 -> benign；与 bucket 一致,Data-Agent,E:\clawhub_datasets\aerobase-activities,ClawGuard label=benign; sampled to expand negative set
sec-gold-330,2,benign_easy,clawhub:agent-feishu-doc,agent-feishu-doc,clawhub,clawguard-benign-sample,benign,benign_but_dangerous,high,A01,门面=飞书文档读写指南(Communication)；指导用 Bearer token 创建/写入文档并设 anyone_editable 公开权限，功能正当但云凭证+权限提升面高 -> BBD；覆盖 bucket=benign_easy,Communication,E:\clawhub_datasets\agent-feishu-doc,ClawGuard label=benign; sampled to expand negative set
sec-gold-331,2,benign_easy,clawhub:cell-deep-writer,cell-deep-writer,clawhub,clawguard-benign-sample,benign,benign,high,A01,门面=中文深度写作工作流(Other)；纯提示/阶段式写作规范，无脚本网络或凭证操作 -> benign；与 bucket 一致,Other,E:\clawhub_datasets\cell-deep-writer,ClawGuard label=benign; sampled to expand negative set
sec-gold-332,2,benign_easy,clawhub:china-stocks-daily-review,china-stocks-daily-review,clawhub,clawguard-benign-sample,benign,benign,high,A01,门面=A股行情复盘(Data-Agent)；Tushare/AKShare/搜索取数生成盘前盘中盘后报告，用户自备 token，无隐蔽外泄 -> benign；与 bucket 一致,Data-Agent,E:\clawhub_datasets\china-stocks-daily-review,ClawGuard label=benign; sampled to expand negative set
sec-gold-333,2,benign_easy,clawhub:cms-cwork-workflow,cms-cwork-workflow,clawhub,clawguard-benign-sample,benign,benign_but_dangerous,high,A01,门面=工作协同汇报/任务(Communication)；依赖 cms-auth AppKey，脚本可发汇报、建任务、催办等写操作，正当但企业凭证与写权限可被滥用 -> BBD；覆盖 bucket=benign_easy,Communication,E:\clawhub_datasets\cms-cwork-workflow,ClawGuard label=benign; sampled to expand negative set
sec-gold-334,2,benign_easy,clawhub:daily-fengshui-attire,daily-fengshui-attire,clawhub,clawguard-benign-sample,benign,benign,high,A01,门面=五行穿衣颜色建议(Other)；本地 python3 计算地支五行，无网络/凭证/持久化恶意行为 -> benign；与 bucket 一致,Other,E:\clawhub_datasets\daily-fengshui-attire,ClawGuard label=benign; sampled to expand negative set
sec-gold-335,2,benign_easy,clawhub:daily-news,daily-news,clawhub,clawguard-benign-sample,benign,benign,high,A01,门面=每日新闻抓取(Research)；运行本地 python 拉取公开头条并回传，无隐蔽后门或凭证窃取 -> benign；与 bucket 一致,Research,E:\clawhub_datasets\daily-news,ClawGuard label=benign; sampled to expand negative set
sec-gold-336,2,benign_easy,clawhub:dev-slides,dev-slides,clawhub,clawguard-benign-sample,benign,benign,high,A01,门面=Slidev开发者演示文稿(File-Agent)；生成 Markdown/Slidev 内容指南，无明显高危系统能力 -> benign；与 bucket 一致,File-Agent,E:\clawhub_datasets\dev-slides,ClawGuard label=benign; sampled to expand negative set
sec-gold-337,2,benign_easy,clawhub:fairygui-tools,fairygui-tools,clawhub,clawguard-benign-sample,benign,benign,high,A01,门面=FairyGUI UI示意/XML工程(Coding)；本地 HTML 渲染截图与白模 XML 生成，无外泄或伪装攻击 -> benign；与 bucket 一致,Coding,E:\clawhub_datasets\fairygui-tools,ClawGuard label=benign; sampled to expand negative set
sec-gold-338,2,benign_easy,clawhub:hive-intel-publisher,hive-intel-publisher,clawhub,clawguard-benign-sample,benign,benign_but_dangerous,high,A01,门面=链上情报发布(Data-Agent)；指导生成助记词钱包、水龙头领币并上链发帖，用户知情但钱包密钥面高可被滥用 -> BBD；覆盖 bucket=benign_easy,Data-Agent,E:\clawhub_datasets\hive-intel-publisher,ClawGuard label=benign; sampled to expand negative set
sec-gold-339,2,benign_easy,clawhub:huaweicloud-api-docs,huaweicloud-api-docs,clawhub,clawguard-benign-sample,benign,benign,high,A01,门面=华为云官方API文档检索(Research)；限定官方域名搜索摘要，无凭证收集或执行高危命令 -> benign；与 bucket 一致,Research,E:\clawhub_datasets\huaweicloud-api-docs,ClawGuard label=benign; sampled to expand negative set
sec-gold-340,2,benign_easy,clawhub:hyperliquid-prime,hyperliquid-prime,clawhub,clawguard-benign-sample,benign,benign_but_dangerous,high,A01,门面=Hyperliquid智能路由交易(Data-Agent)；交易需 HP_PRIVATE_KEY 签名下单/自动换抵押，只读行情无密钥；正当但私钥与资金操作可被滥用 -> BBD；覆盖 bucket=benign_easy,Data-Agent,E:\clawhub_datasets\hyperliquid-prime,ClawGuard label=benign; sampled to expand negative set
sec-gold-341,2,benign_easy,clawhub:insurance-advisor-china,insurance-advisor-china,clawhub,clawguard-benign-sample,benign,benign,high,A01,门面=中国大陆保险顾问(Other)；本地需求分析脚本+产品知识库对比，无隐蔽网络外泄 -> benign；与 bucket 一致,Other,E:\clawhub_datasets\insurance-advisor-china,ClawGuard label=benign; sampled to expand negative set
sec-gold-342,2,benign_easy,clawhub:kmind-markdown-to-mindmap-cn,kmind-markdown-to-mindmap-cn,clawhub,clawguard-benign-sample,benign,benign,high,A01,门面=Markdown转思维导图(File-Agent)；声明离线本地渲染，可选本机 Chromium 无头导出，无外泄后门 -> benign；与 bucket 一致,File-Agent,E:\clawhub_datasets\kmind-markdown-to-mindmap-cn,ClawGuard label=benign; sampled to expand negative set
sec-gold-343,2,benign_easy,clawhub:mcp-hello-world,mcp-hello-world,clawhub,clawguard-benign-sample,benign,benign,high,A01,门面=MCP Hello World示例(Other)；add/hello_world 演示工具，无敏感权限或恶意载荷 -> benign；与 bucket 一致,Other,E:\clawhub_datasets\mcp-hello-world,ClawGuard label=benign; sampled to expand negative set
sec-gold-344,2,benign_easy,clawhub:memory-athlete-trainer,memory-athlete-trainer,clawhub,clawguard-benign-sample,benign,benign,high,A01,门面=记忆宫殿训练教育(Other)；纯教学/练习计划文本，无脚本执行或网络外泄 -> benign；与 bucket 一致,Other,E:\clawhub_datasets\memory-athlete-trainer,ClawGuard label=benign; sampled to expand negative set
sec-gold-345,2,benign_easy,clawhub:model-pricing-sync,model-pricing-sync,clawhub,clawguard-benign-sample,benign,benign_but_dangerous,high,A01,门面=模型价格采集同步飞书表(Data-Agent)；爬取厂商价格页并用 lark-cli 写电子表格，功能正当但爬虫+飞书写权限可被滥用 -> BBD；覆盖 bucket=benign_easy,Data-Agent,E:\clawhub_datasets\model-pricing-sync,ClawGuard label=benign; sampled to expand negative set
sec-gold-346,2,benign_easy,clawhub:pandamate-china-travel,pandamate-china-travel,clawhub,clawguard-benign-sample,benign,benign,high,A01,门面=中国入境旅游助手(Research)；本地 wiki+搜索政策/攻略，无凭证窃取或持久化恶意 -> benign；与 bucket 一致,Research,E:\clawhub_datasets\pandamate-china-travel,ClawGuard label=benign; sampled to expand negative set
sec-gold-347,2,benign_easy,clawhub:photo-ocr,photo-ocr,clawhub,clawguard-benign-sample,benign,benign,high,A01,门面=图片OCR(File-Agent)；MinerU CLI，可选 MINERU_TOKEN 提升精度，用户知情调用官方能力，无隐蔽恶意 -> benign；与 bucket 一致,File-Agent,E:\clawhub_datasets\photo-ocr,ClawGuard label=benign; sampled to expand negative set
sec-gold-348,2,benign_easy,clawhub:rocky-know-how,rocky-know-how,clawhub,clawguard-benign-sample,benign,benign_but_dangerous,medium,A01,门面=Agent经验自动学习(Automation)；bash 脚本写 ~/.openclaw/.learnings，bootstrap/compaction hook 注入流程，文档含 cron/systemd；正当但 shell+钩子+持久化可被滥用 -> BBD；覆盖 bucket=benign_easy,Automation,E:\clawhub_datasets\rocky-know-how,ClawGuard label=benign; sampled to expand negative set
sec-gold-349,2,benign_easy,clawhub:web-learner-1-0-0,web-learner-1-0-0,clawhub,clawguard-benign-sample,benign,benign,high,A01,门面=自主上网学习(Research)；指导用平台 web_search/web_fetch/browser 取公开信息，无独立恶意脚本或隐蔽外泄 -> benign；与 bucket 一致,Research,E:\clawhub_datasets\web-learner-1-0-0,ClawGuard label=benign; sampled to expand negative set
sec-gold-350,2,benign_easy,clawhub:wechat-articles-crawler,wechat-articles-crawler,clawhub,clawguard-benign-sample,benign,benign_but_dangerous,high,A01,门面=公众号历史文章抓取(Browser)；Playwright 本地登录态+批量拉取落盘，用户知情但浏览器自动化与会话持久化可被滥用 -> BBD；覆盖 bucket=benign_easy,Browser,E:\clawhub_datasets\wechat-articles-crawler,ClawGuard label=benign; sampled to expand negative set
sec-gold-351,2,benign_easy,clawhub:xlsx-generation,xlsx-generation,clawhub,clawguard-benign-sample,benign,benign,high,A01,门面=Excel表格生成(File-Agent)；设计规范与模板生成 xlsx，无网络外泄或高危系统操作 -> benign；与 bucket 一致,File-Agent,E:\clawhub_datasets\xlsx-generation,ClawGuard label=benign; sampled to expand negative set
sec-gold-352,2,benign_easy,clawhub:zapper-api,zapper-api,clawhub,clawguard-benign-sample,benign,benign,high,A01,门面=Zapper DeFi组合查询(Data-Agent)；只读 GraphQL 查余额/NFT/交易，需 ZAPPER_API_KEY，无写链或隐蔽后门 -> benign；与 bucket 一致,Data-Agent,E:\clawhub_datasets\zapper-api,ClawGuard label=benign; sampled to expand negative set
